Format Version,1.23,Take Name,rec4,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-18 04.41.51.694 PM,Total Frames in Take,7268,Total Exported Frames,7268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
1697,14.141667,0.004759,0.997437,-0.021328,0.068129,-1.605971,1.325963,0.141868,0.001547
1698,14.150000,0.004692,0.997436,-0.021436,0.068112,-1.605971,1.325969,0.141868,0.001539
1699,14.158333,0.004969,0.997454,-0.020857,0.068014,-1.605922,1.325919,0.141896,0.001528
1700,14.166667,0.004819,0.997442,-0.021197,0.068096,-1.605957,1.325948,0.141883,0.001539
1701,14.175000,0.004860,0.997447,-0.021072,0.068059,-1.605938,1.325931,0.141886,0.001531
1702,14.183333,0.004571,0.997430,-0.021666,0.068147,-1.605994,1.325987,0.141865,0.001549
1703,14.191667,0.004822,0.997441,-0.021211,0.068105,-1.605959,1.325949,0.141875,0.001538
1704,14.200000,0.004732,0.997440,-0.021335,0.068095,-1.605963,1.325958,0.141870,0.001539
1705,14.208333,0.004692,0.997434,-0.021456,0.068137,-1.605971,1.325970,0.141861,0.001549
1706,14.216667,0.004889,0.997446,-0.021093,0.068061,-1.605927,1.325937,0.141874,0.001528
1707,14.225000,0.004825,0.997441,-0.021215,0.068096,-1.605949,1.325951,0.141859,0.001537
1708,14.233333,0.004862,0.997447,-0.021053,0.068064,-1.605937,1.325941,0.141861,0.001526
1709,14.241667,0.004900,0.997448,-0.021027,0.068056,-1.605922,1.325933,0.141865,0.001531
1710,14.250000,0.004986,0.997449,-0.020936,0.068058,-1.605909,1.325936,0.141856,0.001520
1711,14.258333,0.004765,0.997440,-0.021308,0.068092,-1.605950,1.325959,0.141854,0.001541
1712,14.266667,0.004589,0.997428,-0.021672,0.068165,-1.605979,1.325994,0.141833,0.001545
1713,14.275000,0.004724,0.997437,-0.021371,0.068127,-1.605962,1.325967,0.141851,0.001545
1714,14.283333,0.004844,0.997443,-0.021165,0.068094,-1.605947,1.325948,0.141845,0.001533
1715,14.291667,0.004651,0.997434,-0.021481,0.068130,-1.605964,1.325973,0.141846,0.001546
1716,14.300000,0.004922,0.997447,-0.021030,0.068068,-1.605934,1.325935,0.141860,0.001531
1717,14.308333,0.004883,0.997445,-0.021113,0.068072,-1.605943,1.325947,0.141857,0.001531
1718,14.316667,0.004851,0.997444,-0.021190,0.068065,-1.605946,1.325945,0.141855,0.001529
1719,14.325000,0.004705,0.997437,-0.021416,0.068110,-1.605981,1.325972,0.141852,0.001542
1720,14.333333,0.004756,0.997439,-0.021380,0.068092,-1.605967,1.325966,0.141859,0.001533
1721,14.341667,0.004465,0.997419,-0.021968,0.068212,-1.606029,1.326018,0.141843,0.001557
1722,14.350000,0.004837,0.997445,-0.021150,0.068072,-1.605949,1.325942,0.141884,0.001533
1723,14.358333,0.004762,0.997438,-0.021339,0.068119,-1.605972,1.325961,0.141880,0.001541
1724,14.366667,0.004807,0.997446,-0.021117,0.068066,-1.605953,1.325943,0.141887,0.001533
1725,14.375000,0.004777,0.997440,-0.021289,0.068100,-1.605963,1.325956,0.141882,0.001537
1726,14.383333,0.004766,0.997439,-0.021315,0.068108,-1.605963,1.325959,0.141883,0.001539
1727,14.391667,0.004989,0.997447,-0.020947,0.068079,-1.605924,1.325927,0.141893,0.001526
1728,14.400000,0.004843,0.997445,-0.021099,0.068075,-1.605939,1.325937,0.141889,0.001537
1729,14.408333,0.004981,0.997450,-0.020941,0.068051,-1.605918,1.325925,0.141889,0.001528
1730,14.416667,0.004991,0.997451,-0.020893,0.068048,-1.605915,1.325922,0.141887,0.001522
1731,14.425000,0.004970,0.997451,-0.020916,0.068045,-1.605919,1.325926,0.141882,0.001525
1732,14.433333,0.004820,0.997443,-0.021185,0.068086,-1.605947,1.325951,0.141868,0.001533
1733,14.441667,0.004861,0.997445,-0.021104,0.068084,-1.605933,1.325939,0.141872,0.001536
1734,14.450000,0.004912,0.997446,-0.021055,0.068070,-1.605936,1.325937,0.141870,0.001532
1735,14.458333,0.004761,0.997439,-0.021299,0.068107,-1.605960,1.325960,0.141852,0.001536
1736,14.466667,0.004956,0.997447,-0.021014,0.068066,-1.605941,1.325937,0.141863,0.001532
1737,14.475000,0.004948,0.997449,-0.020940,0.068065,-1.605940,1.325935,0.141860,0.001532
1738,14.483333,0.004841,0.997441,-0.021217,0.068101,-1.605958,1.325953,0.141849,0.001536
1739,14.491667,0.005130,0.997458,-0.020594,0.068025,-1.605910,1.325901,0.141877,0.001525
1740,14.500000,0.005045,0.997453,-0.020775,0.068049,-1.605922,1.325917,0.141870,0.001525
1741,14.508333,0.005152,0.997460,-0.020592,0.067991,-1.605902,1.325900,0.141873,0.001516
1742,14.516667,0.004963,0.997449,-0.020945,0.068065,-1.605933,1.325925,0.141869,0.001530
1743,14.525000,0.005019,0.997453,-0.020810,0.068036,-1.605928,1.325918,0.141876,0.001525
1744,14.533333,0.005100,0.997459,-0.020590,0.068015,-1.605912,1.325899,0.141886,0.001523
1745,14.541667,0.004849,0.997444,-0.021125,0.068088,-1.605957,1.325943,0.141876,0.001539
1746,14.550000,0.004917,0.997448,-0.020947,0.068082,-1.605947,1.325925,0.141880,0.001535
1747,14.558333,0.004917,0.997446,-0.021028,0.068084,-1.605938,1.325930,0.141887,0.001535
1748,14.566667,0.004978,0.997449,-0.020929,0.068066,-1.605936,1.325924,0.141888,0.001526
1749,14.575000,0.005314,0.997471,-0.020190,0.067939,-1.605862,1.325856,0.141925,0.001513
1750,14.583333,0.005128,0.997453,-0.020699,0.068059,-1.605910,1.325904,0.141904,0.001532
1751,14.591667,0.004987,0.997452,-0.020883,0.068040,-1.605924,1.325918,0.141895,0.001525
1752,14.600000,0.005124,0.997461,-0.020585,0.067985,-1.605897,1.325894,0.141903,0.001522
1753,14.608333,0.005080,0.997456,-0.020676,0.068027,-1.605908,1.325902,0.141896,0.001524
1754,14.616667,0.005066,0.997455,-0.020715,0.068030,-1.605910,1.325906,0.141900,0.001530
1755,14.625000,0.004889,0.997447,-0.021041,0.068063,-1.605932,1.325933,0.141886,0.001536
1756,14.633333,0.005113,0.997457,-0.020623,0.068023,-1.605897,1.325898,0.141900,0.001524
1757,14.641667,0.005023,0.997450,-0.020825,0.068071,-1.605925,1.325915,0.141885,0.001531
1758,14.650000,0.004856,0.997443,-0.021144,0.068089,-1.605955,1.325945,0.141871,0.001540
1759,14.658333,0.004668,0.997431,-0.021545,0.068152,-1.605993,1.325981,0.141844,0.001542
1760,14.666667,0.004774,0.997441,-0.021228,0.068104,-1.605960,1.325953,0.141859,0.001539
1761,14.675000,0.004858,0.997445,-0.021079,0.068082,-1.605954,1.325944,0.141857,0.001535
1762,14.683333,0.004875,0.997443,-0.021100,0.068106,-1.605953,1.325944,0.141854,0.001537
1763,14.691667,0.004794,0.997438,-0.021305,0.068116,-1.605967,1.325960,0.141847,0.001536
1764,14.700000,0.004754,0.997437,-0.021361,0.068121,-1.605975,1.325965,0.141842,0.001540
1765,14.708333,0.004926,0.997446,-0.021051,0.068075,-1.605941,1.325939,0.141864,0.001535
1766,14.716667,0.004948,0.997450,-0.020947,0.068041,-1.605935,1.325932,0.141862,0.001526
1767,14.725000,0.004887,0.997448,-0.021034,0.068055,-1.605946,1.325942,0.141865,0.001531
1768,14.733333,0.005030,0.997454,-0.020762,0.068034,-1.605920,1.325912,0.141876,0.001519
1769,14.741667,0.005044,0.997454,-0.020780,0.068037,-1.605914,1.325915,0.141881,0.001525
1770,14.750000,0.004877,0.997445,-0.021096,0.068081,-1.605950,1.325945,0.141871,0.001533
1771,14.758333,0.004688,0.997437,-0.021353,0.068132,-1.605971,1.325962,0.141866,0.001548
1772,14.766667,0.004929,0.997447,-0.021002,0.068071,-1.605931,1.325929,0.141880,0.001527
1773,14.775000,0.004885,0.997447,-0.021066,0.068055,-1.605931,1.325935,0.141885,0.001530
1774,14.783333,0.004819,0.997443,-0.021202,0.068079,-1.605943,1.325942,0.141884,0.001537
1775,14.791667,0.005011,0.997452,-0.020831,0.068043,-1.605915,1.325918,0.141896,0.001527
1776,14.800000,0.004744,0.997439,-0.021341,0.068094,-1.605961,1.325962,0.141876,0.001538
1777,14.808333,0.004853,0.997445,-0.021119,0.068069,-1.605937,1.325943,0.141887,0.001531
1778,14.816667,0.004823,0.997444,-0.021140,0.068083,-1.605944,1.325944,0.141878,0.001535
1779,14.825000,0.004630,0.997430,-0.021603,0.068161,-1.605985,1.325981,0.141866,0.001548
1780,14.833333,0.004834,0.997440,-0.021215,0.068113,-1.605954,1.325949,0.141876,0.001539
1781,14.841667,0.004881,0.997445,-0.021065,0.068089,-1.605943,1.325935,0.141885,0.001536
1782,14.850000,0.005108,0.997462,-0.020570,0.067978,-1.605899,1.325895,0.141898,0.001517
1783,14.858333,0.004960,0.997453,-0.020827,0.068038,-1.605933,1.325920,0.141881,0.001530
1784,14.866667,0.004807,0.997446,-0.021133,0.068056,-1.605952,1.325946,0.141862,0.001528
1785,14.875000,0.004999,0.997453,-0.020788,0.068046,-1.605929,1.325918,0.141876,0.001531
1786,14.883333,0.004687,0.997436,-0.021384,0.068128,-1.605986,1.325974,0.141846,0.001544
1787,14.891667,0.004693,0.997438,-0.021377,0.068102,-1.605980,1.325973,0.141846,0.001537
1788,14.900000,0.004891,0.997448,-0.021005,0.068067,-1.605950,1.325939,0.141861,0.001534
1789,14.908333,0.004844,0.997446,-0.021074,0.068070,-1.605951,1.325942,0.141857,0.001531
1790,14.916667,0.004813,0.997445,-0.021152,0.068073,-1.605954,1.325952,0.141856,0.001536
1791,14.925000,0.004934,0.997452,-0.020905,0.068028,-1.605927,1.325925,0.141867,0.001523
1792,14.933333,0.004780,0.997443,-0.021205,0.068081,-1.605959,1.325959,0.141856,0.001533
1793,14.941667,0.004864,0.997448,-0.021062,0.068049,-1.605938,1.325938,0.141866,0.001525
1794,14.950000,0.004636,0.997436,-0.021440,0.068115,-1.605976,1.325972,0.141854,0.001543
1795,14.958333,0.004702,0.997439,-0.021389,0.068088,-1.605962,1.325965,0.141863,0.001537
1796,14.966667,0.004860,0.997448,-0.021016,0.068065,-1.605931,1.325936,0.141878,0.001533
1797,14.975000,0.004815,0.997444,-0.021181,0.068078,-1.605950,1.325951,0.141875,0.001539
1798,14.983333,0.004666,0.997436,-0.021442,0.068122,-1.605972,1.325973,0.141866,0.001546
1799,14.991667,0.005102,0.997460,-0.020617,0.067984,-1.605886,1.325900,0.141903,0.001515
1800,15.000000,0.004743,0.997438,-0.021318,0.068117,-1.605964,1.325965,0.141874,0.001540
1801,15.008333,0.004749,0.997440,-0.021300,0.068093,-1.605958,1.325961,0.141874,0.001537
1802,15.016667,0.004767,0.997444,-0.021213,0.068065,-1.605954,1.325956,0.141879,0.001532
1803,15.025000,0.004802,0.997438,-0.021268,0.068131,-1.605961,1.325954,0.141874,0.001539
1804,15.033333,0.004822,0.997445,-0.021128,0.068075,-1.605946,1.325940,0.141885,0.001538
1805,15.041667,0.004854,0.997442,-0.021132,0.068112,-1.605957,1.325947,0.141873,0.001536
1806,15.050000,0.004989,0.997449,-0.020884,0.068079,-1.605934,1.325924,0.141880,0.001529
1807,15.058333,0.004733,0.997439,-0.021355,0.068095,-1.605971,1.325969,0.141861,0.001539
1808,15.066667,0.004823,0.997444,-0.021171,0.068079,-1.605957,1.325955,0.141856,0.001530
1809,15.075000,0.004747,0.997440,-0.021309,0.068091,-1.605974,1.325968,0.141853,0.001535
1810,15.083333,0.004802,0.997441,-0.021249,0.068102,-1.605961,1.325957,0.141851,0.001539
1811,15.091667,0.004817,0.997441,-0.021241,0.068098,-1.605957,1.325959,0.141852,0.001537
1812,15.100000,0.004800,0.997439,-0.021259,0.068124,-1.605960,1.325958,0.141845,0.001539
1813,15.108333,0.004721,0.997435,-0.021406,0.068136,-1.605976,1.325975,0.141838,0.001542
1814,15.116667,0.004976,0.997453,-0.020851,0.068032,-1.605916,1.325923,0.141860,0.001520
1815,15.125000,0.004880,0.997443,-0.021117,0.068108,-1.605934,1.325951,0.141846,0.001524
1816,15.133333,0.004876,0.997445,-0.021086,0.068090,-1.605940,1.325946,0.141855,0.001532
1817,15.141667,0.004844,0.997447,-0.021104,0.068055,-1.605933,1.325942,0.141858,0.001527
1818,15.150000,0.004906,0.997445,-0.021042,0.068095,-1.605935,1.325943,0.141862,0.001531
1819,15.158333,0.004868,0.997443,-0.021184,0.068082,-1.605940,1.325950,0.141858,0.001531
1820,15.166667,0.004844,0.997447,-0.021086,0.068057,-1.605933,1.325942,0.141867,0.001535
1821,15.175000,0.004899,0.997446,-0.021056,0.068071,-1.605934,1.325940,0.141877,0.001530
1822,15.183333,0.004940,0.997449,-0.020943,0.068059,-1.605923,1.325930,0.141882,0.001530
1823,15.191667,0.004880,0.997447,-0.021071,0.068060,-1.605927,1.325934,0.141878,0.001530
1824,15.200000,0.004994,0.997452,-0.020829,0.068045,-1.605915,1.325918,0.141895,0.001532
1825,15.208333,0.004937,0.997450,-0.020938,0.068056,-1.605924,1.325928,0.141890,0.001532
1826,15.216667,0.004703,0.997437,-0.021401,0.068111,-1.605960,1.325963,0.141875,0.001539
1827,15.225000,0.004848,0.997446,-0.021076,0.068074,-1.605947,1.325939,0.141887,0.001536
1828,15.233333,0.004863,0.997445,-0.021055,0.068092,-1.605940,1.325939,0.141889,0.001539
1829,15.241667,0.004782,0.997441,-0.021235,0.068097,-1.605950,1.325949,0.141879,0.001539
1830,15.250000,0.004976,0.997453,-0.020831,0.068042,-1.605920,1.325918,0.141887,0.001529
1831,15.258333,0.004738,0.997440,-0.021303,0.068102,-1.605962,1.325962,0.141865,0.001538
1832,15.266667,0.004842,0.997446,-0.021111,0.068067,-1.605942,1.325947,0.141871,0.001536
1833,15.275000,0.004962,0.997452,-0.020895,0.068030,-1.605918,1.325925,0.141881,0.001526
1834,15.283333,0.004943,0.997448,-0.020996,0.068066,-1.605933,1.325938,0.141869,0.001533
1835,15.291667,0.004732,0.997434,-0.021482,0.068131,-1.605966,1.325975,0.141848,0.001539
1836,15.300000,0.004874,0.997446,-0.021092,0.068071,-1.605929,1.325942,0.141868,0.001536
1837,15.308333,0.004911,0.997448,-0.021026,0.068051,-1.605922,1.325936,0.141867,0.001530
1838,15.316667,0.004837,0.997443,-0.021164,0.068088,-1.605936,1.325947,0.141856,0.001534
1839,15.325000,0.004809,0.997439,-0.021278,0.068116,-1.605944,1.325955,0.141856,0.001537
1840,15.333333,0.004922,0.997448,-0.021010,0.068064,-1.605920,1.325935,0.141865,0.001531
1841,15.341667,0.004675,0.997436,-0.021448,0.068111,-1.605966,1.325978,0.141844,0.001539
1842,15.350000,0.004938,0.997447,-0.021004,0.068076,-1.605929,1.325937,0.141864,0.001533
1843,15.358333,0.004797,0.997441,-0.021237,0.068098,-1.605952,1.325963,0.141856,0.001542
1844,15.366667,0.004517,0.997421,-0.021867,0.068211,-1.606007,1.326012,0.141834,0.001556
1845,15.375000,0.004767,0.997439,-0.021352,0.068102,-1.605953,1.325963,0.141861,0.001538
1846,15.383333,0.005017,0.997452,-0.020809,0.068051,-1.605916,1.325919,0.141882,0.001524
1847,15.391667,0.004708,0.997433,-0.021487,0.068148,-1.605974,1.325975,0.141864,0.001546
1848,15.400000,0.004869,0.997445,-0.021103,0.068073,-1.605940,1.325942,0.141880,0.001536
1849,15.408333,0.005027,0.997453,-0.020807,0.068039,-1.605921,1.325920,0.141894,0.001526
1850,15.416667,0.004896,0.997447,-0.021033,0.068064,-1.605933,1.325934,0.141888,0.001529
1851,15.425000,0.004831,0.997443,-0.021179,0.068090,-1.605956,1.325950,0.141882,0.001538
1852,15.433333,0.004784,0.997441,-0.021249,0.068093,-1.605958,1.325954,0.141880,0.001539
1853,15.441667,0.004772,0.997438,-0.021339,0.068114,-1.605971,1.325965,0.141877,0.001536
1854,15.450000,0.004732,0.997440,-0.021312,0.068096,-1.605966,1.325964,0.141872,0.001535
1855,15.458333,0.004748,0.997438,-0.021320,0.068118,-1.605961,1.325965,0.141874,0.001544
1856,15.466667,0.004897,0.997447,-0.021048,0.068065,-1.605940,1.325940,0.141877,0.001532
1857,15.475000,0.004916,0.997448,-0.020994,0.068064,-1.605936,1.325934,0.141875,0.001533
1858,15.483333,0.004858,0.997443,-0.021155,0.068089,-1.605946,1.325949,0.141870,0.001535
1859,15.491667,0.004831,0.997444,-0.021142,0.068081,-1.605941,1.325952,0.141873,0.001539
1860,15.500000,0.004791,0.997441,-0.021212,0.068112,-1.605953,1.325957,0.141868,0.001541
1861,15.508333,0.004700,0.997438,-0.021388,0.068106,-1.605967,1.325974,0.141856,0.001541
1862,15.516667,0.004679,0.997435,-0.021466,0.068128,-1.605975,1.325979,0.141850,0.001543
1863,15.525000,0.004625,0.997429,-0.021600,0.068179,-1.605994,1.325992,0.141844,0.001550
1864,15.533333,0.004818,0.997441,-0.021224,0.068104,-1.605953,1.325958,0.141865,0.001543
1865,15.541667,0.004700,0.997437,-0.021376,0.068121,-1.605972,1.325972,0.141856,0.001541
1866,15.550000,0.004675,0.997433,-0.021523,0.068136,-1.605986,1.325989,0.141853,0.001548
1867,15.558333,0.004710,0.997438,-0.021373,0.068100,-1.605971,1.325969,0.141855,0.001542
1868,15.566667,0.004870,0.997445,-0.021078,0.068089,-1.605948,1.325943,0.141878,0.001536
1869,15.575000,0.004734,0.997440,-0.021294,0.068101,-1.605968,1.325964,0.141867,0.001538
1870,15.583333,0.004891,0.997447,-0.021027,0.068066,-1.605947,1.325940,0.141886,0.001536
1871,15.591667,0.004685,0.997434,-0.021484,0.068136,-1.605981,1.325975,0.141871,0.001546
1872,15.600000,0.004956,0.997454,-0.020826,0.068031,-1.605941,1.325927,0.141895,0.001530
1873,15.608333,0.004685,0.997436,-0.021394,0.068132,-1.605986,1.325972,0.141876,0.001545
1874,15.616667,0.004928,0.997451,-0.020916,0.068050,-1.605935,1.325924,0.141901,0.001529
1875,15.625000,0.004845,0.997446,-0.021072,0.068068,-1.605957,1.325942,0.141889,0.001534
1876,15.633333,0.004803,0.997439,-0.021265,0.068119,-1.605965,1.325953,0.141885,0.001537
1877,15.641667,0.005014,0.997458,-0.020707,0.068004,-1.605916,1.325905,0.141904,0.001520
1878,15.650000,0.004875,0.997448,-0.021040,0.068056,-1.605947,1.325938,0.141885,0.001531
1879,15.658333,0.004875,0.997442,-0.021144,0.068105,-1.605952,1.325941,0.141881,0.001534
1880,15.666667,0.004798,0.997443,-0.021214,0.068081,-1.605953,1.325949,0.141875,0.001532
1881,15.675000,0.004980,0.997452,-0.020851,0.068045,-1.605932,1.325924,0.141882,0.001526
1882,15.683333,0.004772,0.997440,-0.021274,0.068107,-1.605962,1.325960,0.141863,0.001536
1883,15.691667,0.004865,0.997446,-0.021079,0.068067,-1.605951,1.325947,0.141862,0.001527
1884,15.700000,0.005078,0.997455,-0.020681,0.068045,-1.605910,1.325912,0.141885,0.001525
1885,15.708333,0.004913,0.997448,-0.020988,0.068066,-1.605938,1.325938,0.141871,0.001531
1886,15.716667,0.005085,0.997457,-0.020641,0.068032,-1.605911,1.325910,0.141875,0.001522
1887,15.725000,0.005025,0.997459,-0.020652,0.068005,-1.605918,1.325912,0.141878,0.001524
1888,15.733333,0.005205,0.997467,-0.020357,0.067957,-1.605879,1.325880,0.141893,0.001509
1889,15.741667,0.004705,0.997436,-0.021427,0.068114,-1.605971,1.325975,0.141857,0.001539
1890,15.750000,0.004858,0.997447,-0.021061,0.068063,-1.605942,1.325945,0.141865,0.001530
1891,15.758333,0.004786,0.997439,-0.021307,0.068114,-1.605969,1.325964,0.141858,0.001536
1892,15.766667,0.004843,0.997444,-0.021130,0.068084,-1.605955,1.325949,0.141868,0.001534
1893,15.775000,0.004894,0.997449,-0.020988,0.068050,-1.605938,1.325934,0.141882,0.001528
1894,15.783333,0.004636,0.997432,-0.021535,0.068155,-1.606002,1.325984,0.141861,0.001551
1895,15.791667,0.004923,0.997452,-0.020893,0.068031,-1.605932,1.325925,0.141892,0.001524
1896,15.800000,0.004912,0.997451,-0.020903,0.068045,-1.605943,1.325929,0.141895,0.001534
1897,15.808333,0.004724,0.997438,-0.021347,0.068111,-1.605979,1.325967,0.141881,0.001542
1898,15.816667,0.004726,0.997440,-0.021265,0.068111,-1.605979,1.325960,0.141885,0.001546
1899,15.825000,0.004685,0.997433,-0.021475,0.068151,-1.605987,1.325973,0.141875,0.001544
1900,15.833333,0.004760,0.997443,-0.021225,0.068070,-1.605961,1.325951,0.141887,0.001538
1901,15.841667,0.004853,0.997446,-0.021064,0.068072,-1.605955,1.325942,0.141891,0.001535
1902,15.850000,0.004777,0.997441,-0.021220,0.068107,-1.605963,1.325955,0.141884,0.001537
1903,15.858333,0.004725,0.997437,-0.021380,0.068116,-1.605974,1.325969,0.141877,0.001540
1904,15.866667,0.004790,0.997445,-0.021189,0.068061,-1.605957,1.325956,0.141882,0.001535
1905,15.875000,0.004628,0.997434,-0.021520,0.068118,-1.605988,1.325982,0.141866,0.001544
1906,15.883333,0.004680,0.997435,-0.021419,0.068134,-1.605983,1.325977,0.141863,0.001544
1907,15.891667,0.004591,0.997432,-0.021579,0.068137,-1.605991,1.325987,0.141861,0.001549
1908,15.900000,0.004809,0.997440,-0.021254,0.068114,-1.605957,1.325955,0.141869,0.001537
1909,15.908333,0.004554,0.997429,-0.021701,0.068142,-1.606004,1.325997,0.141846,0.001545
1910,15.916667,0.004669,0.997435,-0.021483,0.068117,-1.605976,1.325977,0.141855,0.001535
1911,15.925000,0.004616,0.997428,-0.021657,0.068174,-1.606004,1.325997,0.141847,0.001548
1912,15.933333,0.004909,0.997446,-0.021064,0.068069,-1.605943,1.325946,0.141869,0.001530
1913,15.941667,0.004655,0.997434,-0.021509,0.068129,-1.605993,1.325982,0.141852,0.001542
1914,15.950000,0.004586,0.997430,-0.021627,0.068153,-1.606005,1.325993,0.141847,0.001551
1915,15.958333,0.004544,0.997429,-0.021699,0.068151,-1.606018,1.326004,0.141846,0.001555
1916,15.966667,0.004655,0.997437,-0.021437,0.068110,-1.605993,1.325978,0.141854,0.001542
1917,15.975000,0.004545,0.997426,-0.021737,0.068183,-1.606012,1.326001,0.141848,0.001553
1918,15.983333,0.004701,0.997434,-0.021456,0.068143,-1.605995,1.325975,0.141861,0.001543
1919,15.991667,0.004822,0.997444,-0.021151,0.068086,-1.605959,1.325951,0.141879,0.001538
1920,16.000000,0.004688,0.997437,-0.021399,0.068111,-1.605988,1.325971,0.141866,0.001543
1921,16.008333,0.004681,0.997437,-0.021398,0.068116,-1.605988,1.325971,0.141872,0.001543
1922,16.016667,0.004739,0.997438,-0.021309,0.068126,-1.605978,1.325963,0.141877,0.001545
1923,16.025000,0.004740,0.997438,-0.021328,0.068118,-1.605972,1.325961,0.141880,0.001544
1924,16.033333,0.004596,0.997432,-0.021575,0.068137,-1.605998,1.325987,0.141862,0.001549
1925,16.041667,0.004397,0.997421,-0.021973,0.068182,-1.606029,1.326025,0.141856,0.001562
1926,16.050000,0.004821,0.997442,-0.021187,0.068099,-1.605964,1.325952,0.141883,0.001540
